polybagDataId,ownedPolybag,dayAfterPlanted,ec,n,p,k,ph,createdAt,updatedAt
1393,4,56,3.0317676104398643,21.61,8.54,21.04,5.67,2024-02-25 09:36:00,2024-02-25 09:36:00
1394,4,56,2.546795182248556,20.66,13.18,32.91,6.91,2024-02-25 14:24:00,2024-02-25 14:24:00
1395,4,56,2.3665245091594644,23.97,10.41,20.21,5.94,2024-02-25 19:12:00,2024-02-25 19:12:00
1396,5,56,3.0261654653888304,15.57,13.01,27.7,6.3,2024-02-25 00:00:00,2024-02-25 00:00:00
1397,5,56,2.944922066200869,19.68,14.19,21.94,6.85,2024-02-25 04:48:00,2024-02-25 04:48:00
1398,5,56,3.489053533488796,13.05,10.89,32.39,6.95,2024-02-25 09:36:00,2024-02-25 09:36:00
1399,5,56,2.853808421979953,20.71,9.76,30.83,6.58,2024-02-25 14:24:00,2024-02-25 14:24:00
1400,5,56,2.999884108449147,27.71,9.6,27.76,5.8,2024-02-25 19:12:00,2024-02-25 19:12:00
1401,1,57,2.301124730276214,29.78,13.0,21.86,6.59,2024-02-26 00:00:00,2024-02-26 00:00:00
1402,1,57,2.215468100106378,11.51,11.21,16.41,6.52,2024-02-26 04:48:00,2024-02-26 04:48:00
1403,1,57,2.368484827576675,27.95,14.17,21.08,5.92,2024-02-26 09:36:00,2024-02-26 09:36:00
1404,1,57,2.473584044630861,19.31,7.68,19.12,5.97,2024-02-26 14:24:00,2024-02-26 14:24:00
1405,1,57,2.602291397374627,27.43,14.09,27.42,5.81,2024-02-26 19:12:00,2024-02-26 19:12:00
1406,2,57,2.671492718543601,15.48,7.8,25.86,6.22,2024-02-26 00:00:00,2024-02-26 00:00:00
1407,2,57,2.0905116374922144,18.39,8.46,20.72,6.12,2024-02-26 04:48:00,2024-02-26 04:48:00
1408,2,57,2.4480571122703694,28.0,6.19,22.73,5.64,2024-02-26 09:36:00,2024-02-26 09:36:00
1409,2,57,2.921983486798805,11.77,5.69,25.52,6.8,2024-02-26 14:24:00,2024-02-26 14:24:00
1410,2,57,2.793295634191487,13.49,11.07,31.63,5.52,2024-02-26 19:12:00,2024-02-26 19:12:00
1411,3,57,2.783740525931316,18.1,9.44,33.35,5.88,2024-02-26 00:00:00,2024-02-26 00:00:00
1412,3,57,2.4230768067723525,19.58,10.27,15.62,6.68,2024-02-26 04:48:00,2024-02-26 04:48:00
1413,3,57,2.5233470123526693,18.15,10.98,26.92,6.66,2024-02-26 09:36:00,2024-02-26 09:36:00
1414,3,57,3.1425708889155723,12.29,10.15,19.24,6.29,2024-02-26 14:24:00,2024-02-26 14:24:00
1415,3,57,2.8508989085742256,24.63,9.16,34.66,6.51,2024-02-26 19:12:00,2024-02-26 19:12:00
1416,4,57,2.1751424947063303,22.3,7.26,21.43,5.78,2024-02-26 00:00:00,2024-02-26 00:00:00
1417,4,57,2.072825529686505,12.94,8.8,20.73,6.72,2024-02-26 04:48:00,2024-02-26 04:48:00
1418,4,57,2.9608817255937097,14.79,5.11,15.14,6.05,2024-02-26 09:36:00,2024-02-26 09:36:00
1419,4,57,3.134882879951374,27.64,14.28,31.44,6.71,2024-02-26 14:24:00,2024-02-26 14:24:00
1420,4,57,2.2078532936180104,13.36,11.8,26.46,6.64,2024-02-26 19:12:00,2024-02-26 19:12:00
1421,5,57,2.6401030043726506,26.53,5.75,29.9,6.21,2024-02-26 00:00:00,2024-02-26 00:00:00
1422,5,57,2.6764927532360074,21.54,6.32,32.74,5.92,2024-02-26 04:48:00,2024-02-26 04:48:00
1423,5,57,3.3004661979850285,12.1,7.67,33.18,5.75,2024-02-26 09:36:00,2024-02-26 09:36:00
1424,5,57,2.803047133682722,20.26,14.92,22.36,5.73,2024-02-26 14:24:00,2024-02-26 14:24:00
1425,5,57,2.043216506703199,28.47,9.66,27.82,6.15,2024-02-26 19:12:00,2024-02-26 19:12:00
1426,1,58,3.476038222347636,13.98,7.48,34.09,6.47,2024-02-27 00:00:00,2024-02-27 00:00:00
1427,1,58,2.7789266897324234,21.31,10.3,16.43,6.44,2024-02-27 04:48:00,2024-02-27 04:48:00
1428,1,58,2.419358162835786,21.75,6.27,34.96,5.53,2024-02-27 09:36:00,2024-02-27 09:36:00
1429,1,58,2.9053938927112712,20.07,7.9,32.51,6.42,2024-02-27 14:24:00,2024-02-27 14:24:00
1430,1,58,2.0959253728875544,22.51,9.14,26.76,6.73,2024-02-27 19:12:00,2024-02-27 19:12:00
1431,2,58,2.179587027882121,15.82,9.09,29.84,6.32,2024-02-27 00:00:00,2024-02-27 00:00:00
1432,2,58,2.8585199981604843,17.56,13.06,22.1,6.28,2024-02-27 04:48:00,2024-02-27 04:48:00
1433,2,58,2.7292437990708374,27.78,12.05,34.93,6.01,2024-02-27 09:36:00,2024-02-27 09:36:00
1434,2,58,2.6891720802917223,23.34,7.06,20.91,5.87,2024-02-27 14:24:00,2024-02-27 14:24:00
1435,2,58,2.4431162975762306,19.7,11.44,34.61,6.21,2024-02-27 19:12:00,2024-02-27 19:12:00
1436,3,58,2.85589219780229,19.15,7.9,30.33,6.03,2024-02-27 00:00:00,2024-02-27 00:00:00
1437,3,58,2.3107419058476157,10.45,6.3,21.72,6.87,2024-02-27 04:48:00,2024-02-27 04:48:00
1438,3,58,3.114556617271747,16.28,9.84,18.85,6.21,2024-02-27 09:36:00,2024-02-27 09:36:00
1439,3,58,2.150428997043175,11.3,7.84,19.87,6.63,2024-02-27 14:24:00,2024-02-27 14:24:00
1440,3,58,3.3410604042733825,25.48,14.18,25.71,6.26,2024-02-27 19:12:00,2024-02-27 19:12:00
1441,4,58,2.1736016118301547,28.37,5.21,33.9,5.67,2024-02-27 00:00:00,2024-02-27 00:00:00
1442,4,58,2.192244768310281,11.08,9.54,25.08,6.94,2024-02-27 04:48:00,2024-02-27 04:48:00
1443,4,58,3.4762916804613297,16.84,5.94,29.42,6.11,2024-02-27 09:36:00,2024-02-27 09:36:00
1444,4,58,2.5426276440834013,10.4,13.98,23.45,6.62,2024-02-27 14:24:00,2024-02-27 14:24:00
1445,4,58,3.040999881677082,19.34,7.09,32.86,5.93,2024-02-27 19:12:00,2024-02-27 19:12:00
1446,5,58,3.3157014987693536,12.45,9.08,28.69,5.74,2024-02-27 00:00:00,2024-02-27 00:00:00
1447,5,58,2.869538364173592,22.02,12.64,22.85,6.27,2024-02-27 04:48:00,2024-02-27 04:48:00
1448,5,58,2.712550305771672,29.89,5.71,32.89,6.86,2024-02-27 09:36:00,2024-02-27 09:36:00
1449,5,58,2.5657428931088404,10.63,8.01,29.0,6.03,2024-02-27 14:24:00,2024-02-27 14:24:00
1450,5,58,2.699994124441199,21.43,11.7,26.99,6.69,2024-02-27 19:12:00,2024-02-27 19:12:00
1451,1,59,3.423789245013774,29.08,6.28,22.75,6.27,2024-02-28 00:00:00,2024-02-28 00:00:00
1452,1,59,3.1074811584123676,21.76,14.38,16.75,6.92,2024-02-28 04:48:00,2024-02-28 04:48:00
1453,1,59,2.237884560367978,26.18,10.95,34.67,6.46,2024-02-28 09:36:00,2024-02-28 09:36:00
1454,1,59,3.4007070522857976,26.55,11.25,23.71,6.49,2024-02-28 14:24:00,2024-02-28 14:24:00
1455,1,59,2.3903565654766328,14.41,10.39,26.74,6.36,2024-02-28 19:12:00,2024-02-28 19:12:00
1456,2,59,2.302783897240896,25.91,5.18,16.88,5.52,2024-02-28 00:00:00,2024-02-28 00:00:00
1457,2,59,2.1547388498491786,12.7,13.75,25.19,6.08,2024-02-28 04:48:00,2024-02-28 04:48:00
1458,2,59,2.7259160433967855,26.04,5.91,19.89,6.72,2024-02-28 09:36:00,2024-02-28 09:36:00
1459,2,59,3.1928757233760012,24.11,9.35,25.75,6.35,2024-02-28 14:24:00,2024-02-28 14:24:00
1460,2,59,2.55862985896714,13.79,9.49,16.67,5.86,2024-02-28 19:12:00,2024-02-28 19:12:00
1461,3,59,2.8844516449692703,10.1,13.59,15.52,6.69,2024-02-28 00:00:00,2024-02-28 00:00:00
1462,3,59,3.3721397649652785,18.26,13.95,25.28,6.59,2024-02-28 04:48:00,2024-02-28 04:48:00
1463,3,59,3.1682377085582982,24.59,13.04,31.09,6.84,2024-02-28 09:36:00,2024-02-28 09:36:00
1464,3,59,2.8930265223948215,17.73,5.78,34.18,6.95,2024-02-28 14:24:00,2024-02-28 14:24:00
1465,3,59,2.4552672238332804,26.38,12.47,16.16,5.83,2024-02-28 19:12:00,2024-02-28 19:12:00
1466,4,59,2.8977290924991213,21.07,5.49,34.86,6.03,2024-02-28 00:00:00,2024-02-28 00:00:00
1467,4,59,2.088517747857287,18.21,9.16,27.17,6.01,2024-02-28 04:48:00,2024-02-28 04:48:00
1468,4,59,2.0219322625779332,28.39,12.88,18.31,6.62,2024-02-28 09:36:00,2024-02-28 09:36:00
1469,4,59,2.5126929525984285,14.58,13.06,31.5,5.57,2024-02-28 14:24:00,2024-02-28 14:24:00
1470,4,59,2.684281542342606,23.26,12.18,27.98,6.74,2024-02-28 19:12:00,2024-02-28 19:12:00
1471,5,59,2.024664872030754,11.98,6.07,25.4,5.99,2024-02-28 00:00:00,2024-02-28 00:00:00
1472,5,59,2.011744689959717,11.14,5.86,20.17,6.98,2024-02-28 04:48:00,2024-02-28 04:48:00
1473,5,59,2.406807706192006,16.13,9.01,22.79,6.03,2024-02-28 09:36:00,2024-02-28 09:36:00
1474,5,59,3.1634980473379715,28.66,9.02,20.63,6.96,2024-02-28 14:24:00,2024-02-28 14:24:00
1475,5,59,2.7368830887056754,25.9,7.41,23.36,6.9,2024-02-28 19:12:00,2024-02-28 19:12:00
1476,1,60,3.085566573985158,25.66,5.12,21.53,5.56,2024-02-29 00:00:00,2024-02-29 00:00:00
1477,1,60,2.4733081415579194,22.71,13.26,30.17,5.79,2024-02-29 04:48:00,2024-02-29 04:48:00
1478,1,60,2.584427485614385,11.8,8.14,22.06,6.34,2024-02-29 09:36:00,2024-02-29 09:36:00
1479,1,60,2.6921861053389735,28.9,14.99,33.12,5.53,2024-02-29 14:24:00,2024-02-29 14:24:00
1480,1,60,2.9920611256426444,17.02,13.3,21.31,6.87,2024-02-29 19:12:00,2024-02-29 19:12:00
1481,2,60,2.894592043419882,25.39,14.24,27.15,6.77,2024-02-29 00:00:00,2024-02-29 00:00:00
1482,2,60,2.840138523023328,22.16,12.19,23.07,5.83,2024-02-29 04:48:00,2024-02-29 04:48:00
1483,2,60,3.1266231439653915,21.59,12.57,25.14,6.81,2024-02-29 09:36:00,2024-02-29 09:36:00
1484,2,60,2.7396754458671913,14.75,8.04,33.94,6.62,2024-02-29 14:24:00,2024-02-29 14:24:00
1485,2,60,2.024226953929986,20.52,5.72,34.33,6.0,2024-02-29 19:12:00,2024-02-29 19:12:00
1486,3,60,2.9618247355517737,22.88,12.48,33.27,6.45,2024-02-29 00:00:00,2024-02-29 00:00:00
1487,3,60,2.6520247556812127,13.23,12.88,20.79,5.73,2024-02-29 04:48:00,2024-02-29 04:48:00
1488,3,60,2.643633242582983,10.58,12.86,32.99,6.2,2024-02-29 09:36:00,2024-02-29 09:36:00
1489,3,60,3.3515429521869944,23.87,12.02,23.15,6.56,2024-02-29 14:24:00,2024-02-29 14:24:00
1490,3,60,2.78268099997021,11.29,10.03,32.31,5.67,2024-02-29 19:12:00,2024-02-29 19:12:00
1491,4,60,2.378921500201441,21.56,6.82,27.17,6.96,2024-02-29 00:00:00,2024-02-29 00:00:00
1492,4,60,2.8796445628150407,18.71,13.55,22.84,5.51,2024-02-29 04:48:00,2024-02-29 04:48:00
1493,4,60,2.0116318908339914,25.61,9.69,34.21,5.97,2024-02-29 09:36:00,2024-02-29 09:36:00
1494,4,60,2.155223763099467,13.24,13.72,19.99,6.4,2024-02-29 14:24:00,2024-02-29 14:24:00
1495,4,60,2.454812857111804,13.3,5.04,20.93,6.74,2024-02-29 19:12:00,2024-02-29 19:12:00
1496,5,60,2.023521583570134,16.06,12.47,17.57,6.01,2024-02-29 00:00:00,2024-02-29 00:00:00
1497,5,60,3.3635753865998606,24.14,5.69,27.63,6.41,2024-02-29 04:48:00,2024-02-29 04:48:00
1498,5,60,3.1653923842854725,14.55,13.87,17.45,5.63,2024-02-29 09:36:00,2024-02-29 09:36:00
1499,5,60,3.2450033998707344,20.33,10.21,16.93,6.77,2024-02-29 14:24:00,2024-02-29 14:24:00
1500,5,60,2.6430297897214476,29.87,10.27,26.69,6.33,2024-02-29 19:12:00,2024-02-29 19:12:00
1501,1,61,2.81980767097539,29.98,10.29,22.13,5.79,2024-03-01 00:00:00,2024-03-01 00:00:00
1502,1,61,3.19086918980595,16.25,6.52,18.2,5.76,2024-03-01 04:48:00,2024-03-01 04:48:00
1503,1,61,2.9507899606360555,17.89,6.09,23.07,6.99,2024-03-01 09:36:00,2024-03-01 09:36:00
1504,1,61,2.8547209877130295,19.19,13.7,21.8,6.43,2024-03-01 14:24:00,2024-03-01 14:24:00
1505,1,61,2.885152471042522,13.4,5.48,33.84,6.2,2024-03-01 19:12:00,2024-03-01 19:12:00
1506,2,61,3.4058694151371305,19.54,11.7,25.59,6.94,2024-03-01 00:00:00,2024-03-01 00:00:00
1507,2,61,2.6183312641521375,19.73,7.97,15.23,5.8,2024-03-01 04:48:00,2024-03-01 04:48:00
1508,2,61,2.511882174576929,27.81,12.72,18.62,5.79,2024-03-01 09:36:00,2024-03-01 09:36:00
1509,2,61,3.250096899138359,28.58,11.65,20.75,6.45,2024-03-01 14:24:00,2024-03-01 14:24:00
1510,2,61,3.1801625054531786,21.9,12.26,19.31,5.95,2024-03-01 19:12:00,2024-03-01 19:12:00
1511,3,61,3.078757125601443,20.54,7.82,28.71,5.86,2024-03-01 00:00:00,2024-03-01 00:00:00
1512,3,61,2.8322191512969432,11.49,13.97,22.53,6.74,2024-03-01 04:48:00,2024-03-01 04:48:00
1513,3,61,3.139929840965814,15.86,12.64,26.43,6.29,2024-03-01 09:36:00,2024-03-01 09:36:00
1514,3,61,2.7552384722979624,13.96,8.64,26.43,6.38,2024-03-01 14:24:00,2024-03-01 14:24:00
1515,3,61,2.7438823404637755,26.08,10.09,29.13,6.26,2024-03-01 19:12:00,2024-03-01 19:12:00
1516,4,61,2.1444229400890515,23.04,12.25,16.81,6.97,2024-03-01 00:00:00,2024-03-01 00:00:00
1517,4,61,2.0484692066594663,26.34,11.68,33.89,5.91,2024-03-01 04:48:00,2024-03-01 04:48:00
1518,4,61,3.1114314408952044,28.68,13.24,32.82,6.46,2024-03-01 09:36:00,2024-03-01 09:36:00
1519,4,61,3.252034228694561,23.83,7.53,19.33,6.93,2024-03-01 14:24:00,2024-03-01 14:24:00
1520,4,61,2.719638106646439,13.03,9.58,28.96,5.99,2024-03-01 19:12:00,2024-03-01 19:12:00
1521,5,61,3.4957481773597956,13.59,12.05,22.67,6.71,2024-03-01 00:00:00,2024-03-01 00:00:00
1522,5,61,2.299507684341356,11.04,8.59,22.55,5.55,2024-03-01 04:48:00,2024-03-01 04:48:00
1523,5,61,3.339533732057306,12.37,8.01,22.38,6.93,2024-03-01 09:36:00,2024-03-01 09:36:00
1524,5,61,2.2235500667118195,11.24,14.17,29.0,6.08,2024-03-01 14:24:00,2024-03-01 14:24:00
1525,5,61,3.2808978604116765,18.33,13.9,23.17,6.94,2024-03-01 19:12:00,2024-03-01 19:12:00
1526,1,62,3.0491017652415673,18.84,11.57,16.06,6.93,2024-03-02 00:00:00,2024-03-02 00:00:00
1527,1,62,2.0296302364360046,20.72,7.18,31.8,5.53,2024-03-02 04:48:00,2024-03-02 04:48:00
1528,1,62,3.1677361313288044,10.46,14.08,31.25,5.76,2024-03-02 09:36:00,2024-03-02 09:36:00
1529,1,62,2.85321110538693,22.45,13.4,34.92,6.9,2024-03-02 14:24:00,2024-03-02 14:24:00
1530,1,62,2.5418089060935785,22.84,14.07,17.11,6.79,2024-03-02 19:12:00,2024-03-02 19:12:00
1531,2,62,3.111664777375024,17.67,5.16,32.73,6.35,2024-03-02 00:00:00,2024-03-02 00:00:00
1532,2,62,2.431353231383375,21.26,7.97,21.98,6.52,2024-03-02 04:48:00,2024-03-02 04:48:00
1533,2,62,2.9892167841724846,17.22,14.12,22.32,6.05,2024-03-02 09:36:00,2024-03-02 09:36:00
1534,2,62,2.600816407970831,21.47,6.44,22.65,6.18,2024-03-02 14:24:00,2024-03-02 14:24:00
1535,2,62,3.040617714468377,20.18,14.6,31.53,6.62,2024-03-02 19:12:00,2024-03-02 19:12:00
1536,3,62,2.1574083439003866,21.49,10.77,31.95,6.97,2024-03-02 00:00:00,2024-03-02 00:00:00
1537,3,62,2.336052450034949,13.03,5.25,20.45,5.56,2024-03-02 04:48:00,2024-03-02 04:48:00
1538,3,62,2.726396319991786,20.62,14.0,17.83,6.97,2024-03-02 09:36:00,2024-03-02 09:36:00
1539,3,62,2.932740174255856,26.01,7.42,24.25,6.16,2024-03-02 14:24:00,2024-03-02 14:24:00
1540,3,62,3.4939367966146255,19.99,9.48,21.73,6.06,2024-03-02 19:12:00,2024-03-02 19:12:00
1541,4,62,2.7666749054507704,21.17,8.24,26.5,6.91,2024-03-02 00:00:00,2024-03-02 00:00:00
1542,4,62,2.3810950284327097,13.49,5.05,23.82,5.83,2024-03-02 04:48:00,2024-03-02 04:48:00
1543,4,62,2.6818191510453766,17.53,13.4,21.05,6.43,2024-03-02 09:36:00,2024-03-02 09:36:00
1544,4,62,2.6350140039020085,26.51,10.13,30.78,6.63,2024-03-02 14:24:00,2024-03-02 14:24:00
1545,4,62,3.234270594966836,11.08,8.56,24.15,6.27,2024-03-02 19:12:00,2024-03-02 19:12:00
1546,5,62,2.977462004179803,20.73,10.56,27.55,6.65,2024-03-02 00:00:00,2024-03-02 00:00:00
1547,5,62,2.4108410939873695,11.45,6.13,32.78,5.72,2024-03-02 04:48:00,2024-03-02 04:48:00
1548,5,62,3.488819617080952,21.15,12.11,25.22,6.86,2024-03-02 09:36:00,2024-03-02 09:36:00
1549,5,62,2.1955993818736537,20.25,5.46,18.08,5.79,2024-03-02 14:24:00,2024-03-02 14:24:00
1550,5,62,3.2424819590037304,18.45,12.32,32.3,6.28,2024-03-02 19:12:00,2024-03-02 19:12:00
1551,1,63,2.876641534327998,11.67,8.06,26.52,5.61,2024-03-03 00:00:00,2024-03-03 00:00:00
1552,1,63,2.257631984269352,22.4,14.55,18.2,6.66,2024-03-03 04:48:00,2024-03-03 04:48:00
1553,1,63,2.574469110232931,21.18,7.03,18.06,5.83,2024-03-03 09:36:00,2024-03-03 09:36:00
1554,1,63,2.2046007599734945,17.22,8.01,26.33,6.85,2024-03-03 14:24:00,2024-03-03 14:24:00
1555,1,63,2.085929970183577,17.39,14.6,31.84,6.21,2024-03-03 19:12:00,2024-03-03 19:12:00
1556,2,63,2.512434537247482,25.05,10.7,19.18,5.96,2024-03-03 00:00:00,2024-03-03 00:00:00
1557,2,63,2.731354539753003,29.66,8.18,27.84,6.57,2024-03-03 04:48:00,2024-03-03 04:48:00
1558,2,63,3.1059538973095604,20.16,10.17,33.56,6.41,2024-03-03 09:36:00,2024-03-03 09:36:00
1559,2,63,2.1109063875879333,22.43,7.74,30.27,6.65,2024-03-03 14:24:00,2024-03-03 14:24:00
1560,2,63,2.7919099952027473,15.67,6.68,33.7,6.73,2024-03-03 19:12:00,2024-03-03 19:12:00
1561,3,63,3.4829663910282354,29.21,7.42,32.03,6.22,2024-03-03 00:00:00,2024-03-03 00:00:00
1562,3,63,3.410554114886999,27.8,12.3,31.86,5.84,2024-03-03 04:48:00,2024-03-03 04:48:00
1563,3,63,3.0065591235494926,10.93,10.91,18.49,5.79,2024-03-03 09:36:00,2024-03-03 09:36:00
1564,3,63,2.409215553020459,13.56,7.59,18.56,6.63,2024-03-03 14:24:00,2024-03-03 14:24:00
1565,3,63,2.7222203849296926,22.18,7.74,16.96,6.75,2024-03-03 19:12:00,2024-03-03 19:12:00
1566,4,63,3.4516615574423417,16.27,11.92,27.16,5.94,2024-03-03 00:00:00,2024-03-03 00:00:00
1567,4,63,3.1453201487434646,16.91,9.77,17.53,5.95,2024-03-03 04:48:00,2024-03-03 04:48:00
1568,4,63,2.4649175379203063,23.85,6.97,24.3,6.39,2024-03-03 09:36:00,2024-03-03 09:36:00
1569,4,63,2.904711591000104,11.46,11.78,30.36,6.71,2024-03-03 14:24:00,2024-03-03 14:24:00
1570,4,63,2.278175371596245,19.47,14.28,30.11,6.45,2024-03-03 19:12:00,2024-03-03 19:12:00
1571,5,63,3.0195616500196176,10.31,8.08,18.57,6.99,2024-03-03 00:00:00,2024-03-03 00:00:00
1572,5,63,2.909313486846522,26.19,8.32,24.71,6.15,2024-03-03 04:48:00,2024-03-03 04:48:00
1573,5,63,2.752307699006166,20.15,13.09,21.05,5.89,2024-03-03 09:36:00,2024-03-03 09:36:00
1574,5,63,2.513901600017283,25.89,12.42,21.39,6.21,2024-03-03 14:24:00,2024-03-03 14:24:00
1575,5,63,2.188536003764183,14.05,7.84,33.63,5.82,2024-03-03 19:12:00,2024-03-03 19:12:00
1576,1,64,2.565147306252383,19.94,11.06,19.13,6.58,2024-03-04 00:00:00,2024-03-04 00:00:00
1577,1,64,2.236675443678263,26.61,10.29,23.26,5.91,2024-03-04 04:48:00,2024-03-04 04:48:00
1578,1,64,2.2663983590710517,29.29,11.17,27.27,6.43,2024-03-04 09:36:00,2024-03-04 09:36:00
1579,1,64,2.4230746257380993,25.0,8.12,19.32,6.53,2024-03-04 14:24:00,2024-03-04 14:24:00
1580,1,64,2.9340282623734266,21.12,9.76,30.59,5.86,2024-03-04 19:12:00,2024-03-04 19:12:00
1581,2,64,3.3553984646798805,26.36,9.5,33.0,6.92,2024-03-04 00:00:00,2024-03-04 00:00:00
1582,2,64,2.6893481398876373,28.68,13.12,30.67,6.93,2024-03-04 04:48:00,2024-03-04 04:48:00
1583,2,64,3.174202973449951,20.38,11.11,20.33,5.92,2024-03-04 09:36:00,2024-03-04 09:36:00
1584,2,64,3.2056368833022546,15.39,13.54,15.67,5.81,2024-03-04 14:24:00,2024-03-04 14:24:00
1585,2,64,2.131128586894419,20.1,13.05,26.53,5.99,2024-03-04 19:12:00,2024-03-04 19:12:00
1586,3,64,2.664155596835447,28.34,11.55,34.85,5.52,2024-03-04 00:00:00,2024-03-04 00:00:00
1587,3,64,2.2157379892972635,21.46,10.4,20.08,5.68,2024-03-04 04:48:00,2024-03-04 04:48:00
1588,3,64,2.792615423558276,21.06,12.09,26.91,6.18,2024-03-04 09:36:00,2024-03-04 09:36:00
1589,3,64,3.340675455291409,27.59,7.35,16.78,5.59,2024-03-04 14:24:00,2024-03-04 14:24:00
1590,3,64,3.045110302590422,19.78,9.46,15.93,5.91,2024-03-04 19:12:00,2024-03-04 19:12:00
1591,4,64,2.975994740815195,20.7,7.22,20.73,6.34,2024-03-04 00:00:00,2024-03-04 00:00:00
1592,4,64,2.648587008139396,19.18,12.05,17.52,5.76,2024-03-04 04:48:00,2024-03-04 04:48:00
1593,4,64,2.3572192646137085,12.0,8.19,23.85,5.66,2024-03-04 09:36:00,2024-03-04 09:36:00
1594,4,64,2.792852131920987,13.89,6.94,28.25,6.85,2024-03-04 14:24:00,2024-03-04 14:24:00
1595,4,64,2.6187514722912235,27.02,6.22,31.28,6.14,2024-03-04 19:12:00,2024-03-04 19:12:00
1596,5,64,2.323237795289643,13.63,5.88,23.4,5.84,2024-03-04 00:00:00,2024-03-04 00:00:00
1597,5,64,2.8067883468488,22.65,9.39,17.99,6.4,2024-03-04 04:48:00,2024-03-04 04:48:00
1598,5,64,3.1324845277071285,25.07,11.97,15.95,5.56,2024-03-04 09:36:00,2024-03-04 09:36:00
1599,5,64,2.112425690157552,22.19,12.77,33.17,5.93,2024-03-04 14:24:00,2024-03-04 14:24:00
1600,5,64,2.092862213861891,29.43,6.32,25.76,6.71,2024-03-04 19:12:00,2024-03-04 19:12:00
1601,1,65,2.132562011991473,22.65,8.68,32.44,5.63,2024-03-05 00:00:00,2024-03-05 00:00:00
1602,1,65,2.0926012405135923,17.28,12.39,29.91,6.03,2024-03-05 04:48:00,2024-03-05 04:48:00
1603,1,65,2.378228742492211,19.88,10.73,26.68,6.01,2024-03-05 09:36:00,2024-03-05 09:36:00
1604,1,65,2.8258780402945973,12.65,8.48,22.41,6.09,2024-03-05 14:24:00,2024-03-05 14:24:00
1605,1,65,2.905675207728218,12.95,12.13,32.9,5.66,2024-03-05 19:12:00,2024-03-05 19:12:00
1606,2,65,2.3692899377093504,15.75,7.86,27.42,5.98,2024-03-05 00:00:00,2024-03-05 00:00:00
1607,2,65,3.4018507889520286,28.48,5.05,20.58,6.2,2024-03-05 04:48:00,2024-03-05 04:48:00
1608,2,65,2.609802187264129,21.96,8.48,28.69,6.46,2024-03-05 09:36:00,2024-03-05 09:36:00
1609,2,65,2.598025807136356,27.92,14.98,34.81,5.63,2024-03-05 14:24:00,2024-03-05 14:24:00
1610,2,65,2.3264842519044837,22.44,12.03,16.7,6.43,2024-03-05 19:12:00,2024-03-05 19:12:00
1611,3,65,2.5288060909531325,22.1,8.04,29.84,6.34,2024-03-05 00:00:00,2024-03-05 00:00:00
1612,3,65,3.4110922227058165,29.75,6.12,19.27,5.93,2024-03-05 04:48:00,2024-03-05 04:48:00
1613,3,65,3.2447393427281286,11.62,11.48,30.51,5.69,2024-03-05 09:36:00,2024-03-05 09:36:00
1614,3,65,3.368761534631682,14.5,6.83,29.27,6.94,2024-03-05 14:24:00,2024-03-05 14:24:00
1615,3,65,2.188927073724184,25.12,5.64,33.66,6.88,2024-03-05 19:12:00,2024-03-05 19:12:00
1616,4,65,2.211544153981809,26.52,7.26,18.45,6.78,2024-03-05 00:00:00,2024-03-05 00:00:00
1617,4,65,2.9460466073843055,10.43,8.08,26.59,6.45,2024-03-05 04:48:00,2024-03-05 04:48:00
1618,4,65,2.501192370007122,14.77,11.14,24.22,6.94,2024-03-05 09:36:00,2024-03-05 09:36:00
1619,4,65,2.9075933821861986,24.01,14.56,15.46,6.95,2024-03-05 14:24:00,2024-03-05 14:24:00
1620,4,65,3.177151676398471,22.88,7.06,32.14,6.73,2024-03-05 19:12:00,2024-03-05 19:12:00
1621,5,65,3.044020647906297,27.61,14.92,24.23,5.76,2024-03-05 00:00:00,2024-03-05 00:00:00
1622,5,65,3.415050254933203,16.75,5.04,32.84,6.89,2024-03-05 04:48:00,2024-03-05 04:48:00
1623,5,65,3.3839872942179454,15.79,14.44,33.34,6.91,2024-03-05 09:36:00,2024-03-05 09:36:00
1624,5,65,2.6164319725121197,15.99,6.58,26.58,5.92,2024-03-05 14:24:00,2024-03-05 14:24:00
1625,5,65,2.476076372612428,17.75,7.73,15.06,6.42,2024-03-05 19:12:00,2024-03-05 19:12:00
1626,1,66,3.127534695900059,16.42,7.45,15.24,6.34,2024-03-06 00:00:00,2024-03-06 00:00:00
1627,1,66,3.2932785002208496,29.81,12.66,33.42,6.43,2024-03-06 04:48:00,2024-03-06 04:48:00
1628,1,66,2.7246414997287967,24.36,12.32,24.12,6.3,2024-03-06 09:36:00,2024-03-06 09:36:00
1629,1,66,3.240418927309728,16.15,14.29,27.82,6.12,2024-03-06 14:24:00,2024-03-06 14:24:00
1630,1,66,3.380119989528348,19.76,5.18,34.08,6.96,2024-03-06 19:12:00,2024-03-06 19:12:00
1631,2,66,3.187929486225968,25.78,12.9,27.12,6.65,2024-03-06 00:00:00,2024-03-06 00:00:00
1632,2,66,2.0000808981934624,28.09,7.24,33.25,5.63,2024-03-06 04:48:00,2024-03-06 04:48:00
1633,2,66,2.415698216872935,22.91,12.65,24.98,6.51,2024-03-06 09:36:00,2024-03-06 09:36:00
1634,2,66,3.034106866881234,25.59,6.22,22.36,5.53,2024-03-06 14:24:00,2024-03-06 14:24:00
